D D# 0.0928798
A C 67.5700680
A C 67.6165079
A C 67.6629478
A C 67.7093878
A C 67.7558277
A C 67.8022676
A C 67.8487075
A C 67.8951474
A C 67.9415873
A C 67.9880272
A C 68.0344671
A C 68.0809070
A C 68.1273469
A C 68.1737868
A C 68.2202268
A C 68.2666667
A C 68.3131066
A C 68.3595465
A C 68.4059864
A C 68.4524263
A C 68.4988662
A C 68.5453061
A C 68.5917460
A C 68.6381859
A C 68.6846259
A C 68.7310658
A C 68.7775057
A C 68.8239456
A C 68.8703855
A C 68.9168254
A C 68.9632653
A C 69.0097052
J A 69.0561451
J A 69.1025850
J A 69.1490249
J A 69.1954649
J A 69.2419048
J A 69.2883447
J A 69.3347846
J A 69.3812245
J A 69.4276644
J A 69.4741043
J A 69.5205442
J A 69.5669841
J A 69.6134240
J A 69.6598639
J A 69.7063039
J A 69.7527438
J A 69.7991837
J A 69.8456236
J A 69.8920635
J A 69.9385034
J A 69.9849433
J A 70.0313832
J A 70.0778231
J A 70.1242630
J A 70.1707029
J A 70.2171429
J A 70.2635828
J A 70.3100227
J A 70.3564626
J A 70.4029025
J A 70.4493424
J A 70.4957823
J A 70.5422222
J A 70.5886621
J A 70.6351020
J A 70.6815420
J A 70.7279819
J A 70.7744218
J A 70.8208617
J A 70.8673016
J A 70.9137415
J A 70.9601814
J A 71.0066213
J A 71.0530612
J A 71.0995011
J A 71.1459410
J A 71.1923810
J A 71.2388209
J A 71.2852608
J A 71.3317007
J A 71.3781406
J A 71.4245805
J A 71.4710204
J A 71.5174603
J A 71.5639002
J A 71.6103401
J A 71.6567800
J A 71.7032200
J A 71.7496599
J A 71.7960998
J A 71.8425397
J A 71.8889796
J A 71.9354195
J A 71.9818594
J A 72.0282993
J A 72.0747392
J A 72.1211791
J A 72.1676190
J A 72.2140590
J A 72.2604989
J A 72.3069388
J A 72.3533787
J A 72.3998186
J A 72.4462585
J A 72.4926984
J A 72.5391383
J A 72.5855782
J A 72.6320181
J A 72.6784580
J A 72.7248980
J A 72.7713379
J A 72.8177778
J A 72.8642177
J A 72.9106576
J A 72.9570975
J A 73.0035374
J A 73.0499773
J A 73.0964172
J A 73.1428571
J A 73.1892971
J A 73.2357370
J A 73.2821769
J A 73.3286168
J A 73.3750567
J A 73.4214966
J A 73.4679365
J A 73.5143764
J A 73.5608163
J A 73.6072562
J A 73.6536961
J A 73.7001361
J A 73.7465760
J A 73.7930159
J A 73.8394558
J A 73.8858957
J A 73.9323356
J A 73.9787755
J A 74.0252154
J A 74.0716553
J A 74.1180952
J A 74.1645351
J A 74.2109751
J A 74.2574150
J A 74.3038549
J A 74.3502948
J A 74.3967347
J A 74.4431746
J A 74.4896145
J A 74.5360544
J A 74.5824943
J A 74.6289342
J A 74.6753741
J A 74.7218141
J A 74.7682540
J A 74.8146939
J A 74.8611338
J A 74.9075737
J A 74.9540136
J A 75.0004535
J A 75.0468934
J A 75.0933333
J A 75.1397732
J A 75.1862132
J A 75.2326531
J A 75.2790930
J A 75.3255329
J A 75.3719728
J A 75.4184127
J A 75.4648526
J A 75.5112925
J A 75.5577324
J A 75.6041723
J A 75.6506122
J A 75.6970522
J A 75.7434921
J A 75.7899320
J A 75.8363719
J A 75.8828118
J A 75.9292517
J A 75.9756916
J A 76.0221315
J A 76.0685714
J A 76.1150113
J A 76.1614512
J A 76.2078912
J A 76.2543311
J A 76.3007710
J A 76.3472109
J A 76.3936508
J A 76.4400907
J A 76.4865306
J A 76.5329705
J A 76.5794104
J A 76.6258503
J A 76.6722902
J A 76.7187302
J A 76.7651701
J A 76.8116100
J A 76.8580499
J A 76.9044898
J A 76.9509297
J A 76.9973696
J A 77.0438095
J A 77.0902494
J A 77.1366893
J A 77.1831293
J A 77.2295692
J A 77.2760091
J A 77.3224490
J A 77.3688889
J A 77.4153288
J A 77.4617687
J A 77.5082086
J A 77.5546485
J A 77.6010884
J A 77.6475283
J A 77.6939683
J A 77.7404082
J A 77.7868481
J A 77.8332880
J A 77.8797279
J A 77.9261678
J A 77.9726077
J A 78.0190476
J A 78.0654875
J A 78.1119274
J A 78.1583673
J A 78.2048073
J A 78.2512472
J A 78.2976871
J A 78.3441270
J A 78.3905669
J A 78.4370068
J A 78.4834467
J A 78.5298866
J A 78.5763265
J A 78.6227664
J A 78.6692063
J A 78.7156463
J A 78.7620862
J A 78.8085261
J A 78.8549660
J A 78.9014059
J A 78.9478458
J A 78.9942857
J A 79.0407256
J A 79.0871655
J A 79.1336054
J A 79.1800454
J A 79.2264853
J A 79.2729252
J A 79.3193651
J A 79.3658050
J A 79.4122449
J A 79.4586848
J A 79.5051247
J A 79.5515646
J A 79.5980045
J A 79.6444444
J A 79.6908844
J A 79.7373243
J A 79.7837642
J A 79.8302041
J A 79.8766440
J A 79.9230839
J A 79.9695238
J A 80.0159637
J A 80.0624036
J A 80.1088435
J A 80.1552834
J A 80.2017234
J A 80.2481633
J A 80.2946032
J A 80.3410431
J A 80.3874830
J A 80.4339229
J A 80.4803628
J A 80.5268027
J A 80.5732426
J A 80.6196825
J A 80.6661224
J A 80.7125624
J A 80.7590023
J A 80.8054422
J A 80.8518821
J A 80.8983220
J A 80.9447619
J A 80.9912018
J A 81.0376417
J A 81.0840816
J A 81.1305215
J A 81.1769615
J A 81.2234014
J A 81.2698413
J A 81.3162812
J A 81.3627211
J A 81.4091610
J A 81.4556009
J A 81.5020408
J A 81.5484807
J A 81.5949206
J A 81.6413605
J A 81.6878005
J A 81.7342404
J A 81.7806803
J A 81.8271202
J A 81.8735601
J A 81.9200000
J A 81.9664399
J A 82.0128798
J A 82.0593197
J A 82.1057596
J A 82.1521995
J A 82.1986395
J A 82.2450794
J A 82.2915193
J A 82.3379592
J A 82.3843991
J A 82.4308390
J A 82.4772789
J A 82.5237188
J A 82.5701587
J A 82.6165986
J A 82.6630385
J A 82.7094785
J A 82.7559184
J A 82.8023583
J A 82.8487982
J A 82.8952381
J A 82.9416780
J A 82.9881179
J A 83.0345578
J A 83.0809977
J A 83.1274376
J A 83.1738776
J A 83.2203175
J A 83.2667574
J A 83.3131973
J A 83.3596372
J A 83.4060771
J A 83.4525170
J A 83.4989569
J A 83.5453968
J A 83.5918367
J A 83.6382766
J A 83.6847166
J A 83.7311565
J A 83.7775964
J A 83.8240363
J A 83.8704762
J A 83.9169161
J A 83.9633560
J A 84.0097959
J A 84.0562358
J A 84.1026757
J A 84.1491156
J A 84.1955556
J A 84.2419955
J A 84.2884354
J A 84.3348753
J A 84.3813152
J A 84.4277551
J A 84.4741950
J A 84.5206349
J A 84.5670748
J A 84.6135147
J A 84.6599546
J A 84.7063946
J A 84.7528345
J A 84.7992744
J A 84.8457143
J A 84.8921542
J A 84.9385941
J A 84.9850340
J A 85.0314739
J A 85.0779138
J A 85.1243537
J A 85.1707937
J A 85.2172336
J A 85.2636735
J A 85.3101134
J A 85.3565533
J A 85.4029932
J A 85.4494331
J A 85.4958730
J A 85.5423129
J A 85.5887528
J A 85.6351927
J A 85.6816327
J A 85.7280726
J A 85.7745125
V Am 85.8209524
V Am 85.8673923
V Am 85.9138322
V Am 85.9602721
V Am 86.0067120
V Am 86.0531519
V Am 86.0995918
V Am 86.1460317
V Am 86.1924717
V Am 86.2389116
V Am 86.2853515
V Am 86.3317914
V Am 86.3782313
V Am 86.4246712
V Am 86.4711111
V Am 86.5175510
V Am 86.5639909
V Am 86.6104308
V Am 86.6568707
V Am 86.7033107
V Am 86.7497506
V Am 86.7961905
V Am 86.8426304
V Am 86.8890703
V Am 86.9355102
V Am 86.9819501
V Am 87.0283900
V Am 87.0748299
V Am 87.1212698
V Am 87.1677098
V Am 87.2141497
V Am 87.2605896
V Am 87.3070295
V Am 87.3534694
V Am 87.3999093
V Am 87.4463492
V Am 87.4927891
V Am 87.5392290
V Am 87.5856689
V Am 87.6321088
V Am 87.6785488
V Am 87.7249887
V Am 87.7714286
V Am 87.8178685
J A 87.8643084
J A 87.9107483
J A 87.9571882
J A 88.0036281
J A 88.0500680
J A 88.0965079
J A 88.1429478
J A 88.1893878
J A 88.2358277
J A 88.2822676
J A 88.3287075
J A 88.3751474
J A 88.4215873
J A 88.4680272
J A 88.5144671
J A 88.5609070
J A 88.6073469
J A 88.6537868
J A 88.7002268
J A 88.7466667
J A 88.7931066
J A 88.8395465
J A 88.8859864
J A 88.9324263
J A 88.9788662
J A 89.0253061
J A 89.0717460
J A 89.1181859
J A 89.1646259
J A 89.2110658
J A 89.2575057
J A 89.3039456
J A 89.3503855
J A 89.3968254
J A 89.4432653
J A 89.4897052
J A 89.5361451
J A 89.5825850
J A 89.6290249
J A 89.6754649
J A 89.7219048
J A 89.7683447
J A 89.8147846
J A 89.8612245
J A 89.9076644
J A 89.9541043
J A 90.0005442
J A 90.0469841
J A 90.0934240
J A 90.1398639
J A 90.1863039
J A 90.2327438
J A 90.2791837
J A 90.3256236
J A 90.3720635
J A 90.4185034
J A 90.4649433
J A 90.5113832
J A 90.5578231
J A 90.6042630
J A 90.6507029
J A 90.6971429
J A 90.7435828
J A 90.7900227
J A 90.8364626
J A 90.8829025
J A 90.9293424
J A 90.9757823
J A 91.0222222
J A 91.0686621
J A 91.1151020
J A 91.1615420
J A 91.2079819
J A 91.2544218
J A 91.3008617
J A 91.3473016
J A 91.3937415
J A 91.4401814
J A 91.4866213
J A 91.5330612
J A 91.5795011
J A 91.6259410
J A 91.6723810
J A 91.7188209
J A 91.7652608
J A 91.8117007
J A 91.8581406
J A 91.9045805
J A 91.9510204
J A 91.9974603
J A 92.0439002
J A 92.0903401
J A 92.1367800
J A 92.1832200
J A 92.2296599
J A 92.2760998
J A 92.3225397
J A 92.3689796
J A 92.4154195
J A 92.4618594
J A 92.5082993
J A 92.5547392
J A 92.6011791
J A 92.6476190
J A 92.6940590
J A 92.7404989
J A 92.7869388
J A 92.8333787
J A 92.8798186
J A 92.9262585
J A 92.9726984
J A 93.0191383
J A 93.0655782
J A 93.1120181
J A 93.1584580
J A 93.2048980
J A 93.2513379
J A 93.2977778
J A 93.3442177
J A 93.3906576
J A 93.4370975
J A 93.4835374
J A 93.5299773
J A 93.5764172
J A 93.6228571
J A 93.6692971
J A 93.7157370
J A 93.7621769
J A 93.8086168
J A 93.8550567
J A 93.9014966
J A 93.9479365
J A 93.9943764
J A 94.0408163
J A 94.0872562
J A 94.1336961
J A 94.1801361
J A 94.2265760
J A 94.2730159
J A 94.3194558
J A 94.3658957
J A 94.4123356
J A 94.4587755
J A 94.5052154
J A 94.5516553
J A 94.5980952
J A 94.6445351
J A 94.6909751
J A 94.7374150
J A 94.7838549
J A 94.8302948
J A 94.8767347
J A 94.9231746
J A 94.9696145
J A 95.0160544
J A 95.0624943
J A 95.1089342
J A 95.1553741
J A 95.2018141
J A 95.2482540
J A 95.2946939
J A 95.3411338
J A 95.3875737
J A 95.4340136
J A 95.4804535
J A 95.5268934
J A 95.5733333
J A 95.6197732
J A 95.6662132
J A 95.7126531
J A 95.7590930
J A 95.8055329
J A 95.8519728
J A 95.8984127
J A 95.9448526
J A 95.9912925
J A 96.0377324
J A 96.0841723
J A 96.1306122
J A 96.1770522
J A 96.2234921
J A 96.2699320
J A 96.3163719
J A 96.3628118
J A 96.4092517
J A 96.4556916
J A 96.5021315
J A 96.5485714
J A 96.5950113
J A 96.6414512
J A 96.6878912
J A 96.7343311
J A 96.7807710
J A 96.8272109
J A 96.8736508
J A 96.9200907
J A 96.9665306
J A 97.0129705
J A 97.0594104
J A 97.1058503
J A 97.1522902
J A 97.1987302
J A 97.2451701
J A 97.2916100
J A 97.3380499
J A 97.3844898
J A 97.4309297
A C 97.4773696
A C 97.5238095
A C 97.5702494
A C 97.6166893
A C 97.6631293
A C 97.7095692
A C 97.7560091
A C 97.8024490
A C 97.8488889
A C 97.8953288
A C 97.9417687
A C 97.9882086
A C 98.0346485
A C 98.0810884
A C 98.1275283
A C 98.1739683
A C 98.2204082
A C 98.2668481
A C 98.3132880
A C 98.3597279
A C 98.4061678
A C 98.4526077
A C 98.4990476
A C 98.5454875
A C 98.5919274
A C 98.6383673
A C 98.6848073
A C 98.7312472
A C 98.7776871
A C 98.8241270
A C 98.8705669
A C 98.9170068
A C 98.9634467
A C 99.0098866
A C 99.0563265
A C 99.1027664
A C 99.1492063
A C 99.1956463
A C 99.2420862
A C 99.2885261
A C 99.3349660
A C 99.3814059
A C 99.4278458
A C 99.4742857
A C 99.5207256
A C 99.5671655
A C 99.6136054
A C 99.6600454
A C 99.7064853
A C 99.7529252
A C 99.7993651
A C 99.8458050
A C 99.8922449
A C 99.9386848
A C 99.9851247
A C 100.0315646
Q Em 100.0780045
H G 100.1244444
H G 100.1708844
H G 100.2173243
H G 100.2637642
H G 100.3102041
H G 100.3566440
H G 100.4030839
H G 100.4495238
H G 100.4959637
H G 100.5424036
H G 100.5888435
H G 100.6352834
H G 100.6817234
H G 100.7281633
H G 100.7746032
J A 100.8210431
J A 100.8674830
J A 100.9139229
J A 100.9603628
J A 101.0068027
J A 101.0532426
J A 101.0996825
J A 101.1461224
J A 101.1925624
J A 101.2390023
J A 101.2854422
J A 101.3318821
J A 101.3783220
J A 101.4247619
J A 101.4712018
J A 101.5176417
J A 101.5640816
J A 101.6105215
J A 101.6569615
J A 101.7034014
J A 101.7498413
J A 101.7962812
J A 101.8427211
J A 101.8891610
J A 101.9356009
J A 101.9820408
J A 102.0284807
J A 102.0749206
J A 102.1213605
J A 102.1678005
J A 102.2142404
J A 102.2606803
J A 102.3071202
J A 102.3535601
J A 102.4000000
J A 102.4464399
J A 102.4928798
J A 102.5393197
J A 102.5857596
J A 102.6321995
J A 102.6786395
J A 102.7250794
J A 102.7715193
J A 102.8179592
J A 102.8643991
J A 102.9108390
J A 102.9572789
J A 103.0037188
J A 103.0501587
J A 103.0965986
J A 103.1430385
J A 103.1894785
J A 103.2359184
J A 103.2823583
J A 103.3287982
J A 103.3752381
J A 103.4216780
J A 103.4681179
J A 103.5145578
J A 103.5609977
J A 103.6074376
J A 103.6538776
J A 103.7003175
J A 103.7467574
J A 103.7931973
J A 103.8396372
J A 103.8860771
J A 103.9325170
A C 103.9789569
A C 104.0253968
A C 104.0718367
A C 104.1182766
A C 104.1647166
A C 104.2111565
A C 104.2575964
A C 104.3040363
A C 104.3504762
A C 104.3969161
A C 104.4433560
A C 104.4897959
A C 104.5362358
A C 104.5826757
A C 104.6291156
A C 104.6755556
A C 104.7219955
A C 104.7684354
A C 104.8148753
A C 104.8613152
A C 104.9077551
A C 104.9541950
A C 105.0006349
J A 105.0470748
J A 105.0935147
J A 105.1399546
J A 105.1863946
J A 105.2328345
J A 105.2792744
J A 105.3257143
J A 105.3721542
J A 105.4185941
J A 105.4650340
J A 105.5114739
J A 105.5579138
J A 105.6043537
J A 105.6507937
J A 105.6972336
J A 105.7436735
J A 105.7901134
J A 105.8365533
J A 105.8829932
J A 105.9294331
J A 105.9758730
J A 106.0223129
J A 106.0687528
J A 106.1151927
J A 106.1616327
J A 106.2080726
J A 106.2545125
J A 106.3009524
J A 106.3473923
J A 106.3938322
J A 106.4402721
J A 106.4867120
J A 106.5331519
J A 106.5795918
J A 106.6260317
J A 106.6724717
J A 106.7189116
J A 106.7653515
J A 106.8117914
J A 106.8582313
J A 106.9046712
J A 106.9511111
J A 106.9975510
J A 107.0439909
J A 107.0904308
J A 107.1368707
J A 107.1833107
J A 107.2297506
J A 107.2761905
J A 107.3226304
J A 107.3690703
J A 107.4155102
J A 107.4619501
J A 107.5083900
J A 107.5548299
J A 107.6012698
J A 107.6477098
J A 107.6941497
J A 107.7405896
J A 107.7870295
J A 107.8334694
J A 107.8799093
J A 107.9263492
J A 107.9727891
J A 108.0192290
J A 108.0656689
J A 108.1121088
J A 108.1585488
J A 108.2049887
J A 108.2514286
J A 108.2978685
J A 108.3443084
J A 108.3907483
J A 108.4371882
J A 108.4836281
J A 108.5300680
J A 108.5765079
J A 108.6229478
J A 108.6693878
J A 108.7158277
J A 108.7622676
J A 108.8087075
J A 108.8551474
J A 108.9015873
J A 108.9480272
J A 108.9944671
J A 109.0409070
J A 109.0873469
J A 109.1337868
J A 109.1802268
J A 109.2266667
J A 109.2731066
J A 109.3195465
J A 109.3659864
J A 109.4124263
J A 109.4588662
J A 109.5053061
J A 109.5517460
J A 109.5981859
J A 109.6446259
V Am 109.6910658
V Am 109.7375057
V Am 109.7839456
V Am 109.8303855
V Am 109.8768254
V Am 109.9232653
V Am 109.9697052
V Am 110.0161451
V Am 110.0625850
V Am 110.1090249
V Am 110.1554649
V Am 110.2019048
V Am 110.2483447
V Am 110.2947846
V Am 110.3412245
V Am 110.3876644
V Am 110.4341043
V Am 110.4805442
V Am 110.5269841
V Am 110.5734240
V Am 110.6198639
V Am 110.6663039
V Am 110.7127438
V Am 110.7591837
V Am 110.8056236
V Am 110.8520635
V Am 110.8985034
V Am 110.9449433
V Am 110.9913832
V Am 111.0378231
V Am 111.0842630
V Am 111.1307029
V Am 111.1771429
V Am 111.2235828
V Am 111.2700227
V Am 111.3164626
V Am 111.3629025
V Am 111.4093424
V Am 111.4557823
V Am 111.5022222
V Am 111.5486621
V Am 111.5951020
V Am 111.6415420
V Am 111.6879819
V Am 111.7344218
V Am 111.7808617
V Am 111.8273016
V Am 111.8737415
V Am 111.9201814
V Am 111.9666213
V Am 112.0130612
V Am 112.0595011
V Am 112.1059410
V Am 112.1523810
V Am 112.1988209
V Am 112.2452608
V Am 112.2917007
V Am 112.3381406
V Am 112.3845805
V Am 112.4310204
V Am 112.4774603
V Am 112.5239002
V Am 112.5703401
V Am 112.6167800
V Am 112.6632200
V Am 112.7096599
V Am 112.7560998
V Am 112.8025397
V Am 112.8489796
V Am 112.8954195
V Am 112.9418594
V Am 112.9882993
V Am 113.0347392
V Am 113.0811791
V Am 113.1276190
V Am 113.1740590
V Am 113.2204989
V Am 113.2669388
V Am 113.3133787
V Am 113.3598186
V Am 113.4062585
V Am 113.4526984
V Am 113.4991383
V Am 113.5455782
V Am 113.5920181
V Am 113.6384580
V Am 113.6848980
V Am 113.7313379
V Am 113.7777778
V Am 113.8242177
V Am 113.8706576
V Am 113.9170975
V Am 113.9635374
V Am 114.0099773
V Am 114.0564172
V Am 114.1028571
V Am 114.1492971
V Am 114.1957370
V Am 114.2421769
V Am 114.2886168
V Am 114.3350567
V Am 114.3814966
V Am 114.4279365
V Am 114.4743764
V Am 114.5208163
V Am 114.5672562
V Am 114.6136961
V Am 114.6601361
V Am 114.7065760
V Am 114.7530159
V Am 114.7994558
V Am 114.8458957
V Am 114.8923356
V Am 114.9387755
V Am 114.9852154
V Am 115.0316553
V Am 115.0780952
V Am 115.1245351
V Am 115.1709751
V Am 115.2174150
V Am 115.2638549
V Am 115.3102948
V Am 115.3567347
V Am 115.4031746
V Am 115.4496145
V Am 115.4960544
V Am 115.5424943
V Am 115.5889342
V Am 115.6353741
V Am 115.6818141
V Am 115.7282540
V Am 115.7746939
V Am 115.8211338
V Am 115.8675737
V Am 115.9140136
V Am 115.9604535
V Am 116.0068934
V Am 116.0533333
V Am 116.0997732
V Am 116.1462132
V Am 116.1926531
V Am 116.2390930
V Am 116.2855329
V Am 116.3319728
V Am 116.3784127
V Am 116.4248526
V Am 116.4712925
V Am 116.5177324
V Am 116.5641723
V Am 116.6106122
V Am 116.6570522
V Am 116.7034921
V Am 116.7499320
V Am 116.7963719
V Am 116.8428118
V Am 116.8892517
V Am 116.9356916
V Am 116.9821315
V Am 117.0285714
V Am 117.0750113
V Am 117.1214512
V Am 117.1678912
V Am 117.2143311
V Am 117.2607710
V Am 117.3072109
V Am 117.3536508
V Am 117.4000907
V Am 117.4465306
V Am 117.4929705
V Am 117.5394104
V Am 117.5858503
V Am 117.6322902
V Am 117.6787302
V Am 117.7251701
V Am 117.7716100
V Am 117.8180499
V Am 117.8644898
V Am 117.9109297
V Am 117.9573696
V Am 118.0038095
V Am 118.0502494
V Am 118.0966893
V Am 118.1431293
V Am 118.1895692
V Am 118.2360091
V Am 118.2824490
V Am 118.3288889
V Am 118.3753288
V Am 118.4217687
V Am 118.4682086
V Am 118.5146485
V Am 118.5610884
V Am 118.6075283
V Am 118.6539683
V Am 118.7004082
V Am 118.7468481
V Am 118.7932880
V Am 118.8397279
V Am 118.8861678
A C 118.9326077
A C 118.9790476
A C 119.0254875
A C 119.0719274
A C 119.1183673
A C 119.1648073
A C 119.2112472
A C 119.2576871
A C 119.3041270
A C 119.3505669
J A 119.3970068
J A 119.4434467
J A 119.4898866
J A 119.5363265
J A 119.5827664
J A 119.6292063
J A 119.6756463
J A 119.7220862
J A 119.7685261
J A 119.8149660
J A 119.8614059
J A 119.9078458
J A 119.9542857
J A 120.0007256
J A 120.0471655
J A 120.0936054
J A 120.1400454
J A 120.1864853
J A 120.2329252
J A 120.2793651
J A 120.3258050
J A 120.3722449
J A 120.4186848
J A 120.4651247
J A 120.5115646
J A 120.5580045
J A 120.6044444
J A 120.6508844
J A 120.6973243
J A 120.7437642
J A 120.7902041
J A 120.8366440
J A 120.8830839
J A 120.9295238
J A 120.9759637
J A 121.0224036
J A 121.0688435
J A 121.1152834
J A 121.1617234
J A 121.2081633
J A 121.2546032
J A 121.3010431
J A 121.3474830
J A 121.3939229
J A 121.4403628
J A 121.4868027
J A 121.5332426
J A 121.5796825
J A 121.6261224
J A 121.6725624
J A 121.7190023
J A 121.7654422
J A 121.8118821
J A 121.8583220
J A 121.9047619
J A 121.9512018
J A 121.9976417
J A 122.0440816
J A 122.0905215
J A 122.1369615
J A 122.1834014
J A 122.2298413
J A 122.2762812
J A 122.3227211
J A 122.3691610
J A 122.4156009
J A 122.4620408
J A 122.5084807
J A 122.5549206
J A 122.6013605
J A 122.6478005
J A 122.6942404
J A 122.7406803
J A 122.7871202
J A 122.8335601
J A 122.8800000
J A 122.9264399
J A 122.9728798
J A 123.0193197
J A 123.0657596
J A 123.1121995
J A 123.1586395
J A 123.2050794
J A 123.2515193
J A 123.2979592
J A 123.3443991
J A 123.3908390
J A 123.4372789
J A 123.4837188
J A 123.5301587
J A 123.5765986
J A 123.6230385
J A 123.6694785
J A 123.7159184
J A 123.7623583
J A 123.8087982
J A 123.8552381
J A 123.9016780
J A 123.9481179
J A 123.9945578
J A 124.0409977
J A 124.0874376
J A 124.1338776
J A 124.1803175
J A 124.2267574
J A 124.2731973
J A 124.3196372
J A 124.3660771
J A 124.4125170
J A 124.4589569
J A 124.5053968
J A 124.5518367
J A 124.5982766
J A 124.6447166
J A 124.6911565
J A 124.7375964
J A 124.7840363
J A 124.8304762
J A 124.8769161
J A 124.9233560
J A 124.9697959
J A 125.0162358
J A 125.0626757
J A 125.1091156
J A 125.1555556
J A 125.2019955
J A 125.2484354
J A 125.2948753
J A 125.3413152
J A 125.3877551
J A 125.4341950
J A 125.4806349
J A 125.5270748
J A 125.5735147
J A 125.6199546
J A 125.6663946
J A 125.7128345
J A 125.7592744
J A 125.8057143
J A 125.8521542
J A 125.8985941
J A 125.9450340
J A 125.9914739
J A 126.0379138
J A 126.0843537
J A 126.1307937
J A 126.1772336
J A 126.2236735
J A 126.2701134
J A 126.3165533
J A 126.3629932
J A 126.4094331
J A 126.4558730
J A 126.5023129
J A 126.5487528
J A 126.5951927
J A 126.6416327
J A 126.6880726
J A 126.7345125
J A 126.7809524
J A 126.8273923
J A 126.8738322
J A 126.9202721
J A 126.9667120
J A 127.0131519
J A 127.0595918
J A 127.1060317
J A 127.1524717
J A 127.1989116
J A 127.2453515
J A 127.2917914
J A 127.3382313
J A 127.3846712
J A 127.4311111
J A 127.4775510
J A 127.5239909
J A 127.5704308
J A 127.6168707
J A 127.6633107
J A 127.7097506
J A 127.7561905
J A 127.8026304
J A 127.8490703
J A 127.8955102
J A 127.9419501
J A 127.9883900
J A 128.0348299
J A 128.0812698
J A 128.1277098
J A 128.1741497
J A 128.2205896
J A 128.2670295
J A 128.3134694
J A 128.3599093
J A 128.4063492
J A 128.4527891
J A 128.4992290
J A 128.5456689
J A 128.5921088
J A 128.6385488
J A 128.6849887
J A 128.7314286
J A 128.7778685
J A 128.8243084
J A 128.8707483
J A 128.9171882
J A 128.9636281
J A 129.0100680
A C 129.0565079
A C 129.1029478
A C 129.1493878
A C 129.1958277
A C 129.2422676
A C 129.2887075
A C 129.3351474
A C 129.3815873
A C 129.4280272
A C 129.4744671
A C 129.5209070
A C 129.5673469
A C 129.6137868
A C 129.6602268
A C 129.7066667
A C 129.7531066
A C 129.7995465
A C 129.8459864
A C 129.8924263
A C 129.9388662
A C 129.9853061
A C 130.0317460
A C 130.0781859
A C 130.1246259
A C 130.1710658
A C 130.2175057
A C 130.2639456
A C 130.3103855
A C 130.3568254
A C 130.4032653
A C 130.4497052
A C 130.4961451
A C 130.5425850
A C 130.5890249
A C 130.6354649
A C 130.6819048
A C 130.7283447
A C 130.7747846
A C 130.8212245
A C 130.8676644
A C 130.9141043
A C 130.9605442
A C 131.0069841
A C 131.0534240
A C 131.0998639
A C 131.1463039
A C 131.1927438
A C 131.2391837
A C 131.2856236
A C 131.3320635
A C 131.3785034
J A 131.4249433
J A 131.4713832
J A 131.5178231
J A 131.5642630
J A 131.6107029
J A 131.6571429
J A 131.7035828
J A 131.7500227
J A 131.7964626
J A 131.8429025
J A 131.8893424
J A 131.9357823
H G 131.9822222
H G 132.0286621
H G 132.0751020
H G 132.1215420
H G 132.1679819
H G 132.2144218
H G 132.2608617
H G 132.3073016
H G 132.3537415
H G 132.4001814
H G 132.4466213
H G 132.4930612
H G 132.5395011
H G 132.5859410
H G 132.6323810
H G 132.6788209
H G 132.7252608
H G 132.7717007
H G 132.8181406
H G 132.8645805
H G 132.9110204
H G 132.9574603
J A 133.0039002
J A 133.0503401
J A 133.0967800
J A 133.1432200
J A 133.1896599
J A 133.2360998
J A 133.2825397
J A 133.3289796
J A 133.3754195
J A 133.4218594
J A 133.4682993
J A 133.5147392
J A 133.5611791
J A 133.6076190
J A 133.6540590
J A 133.7004989
J A 133.7469388
J A 133.7933787
J A 133.8398186
J A 133.8862585
J A 133.9326984
J A 133.9791383
J A 134.0255782
J A 134.0720181
J A 134.1184580
J A 134.1648980
J A 134.2113379
J A 134.2577778
J A 134.3042177
J A 134.3506576
J A 134.3970975
J A 134.4435374
J A 134.4899773
J A 134.5364172
J A 134.5828571
J A 134.6292971
J A 134.6757370
J A 134.7221769
J A 134.7686168
J A 134.8150567
J A 134.8614966
J A 134.9079365
J A 134.9543764
J A 135.0008163
J A 135.0472562
J A 135.0936961
J A 135.1401361
J A 135.1865760
J A 135.2330159
J A 135.2794558
J A 135.3258957
J A 135.3723356
J A 135.4187755
J A 135.4652154
J A 135.5116553
J A 135.5580952
J A 135.6045351
J A 135.6509751
J A 135.6974150
J A 135.7438549
J A 135.7902948
J A 135.8367347
J A 135.8831746
J A 135.9296145
J A 135.9760544
J A 136.0224943
J A 136.0689342
J A 136.1153741
J A 136.1618141
J A 136.2082540
J A 136.2546939
J A 136.3011338
J A 136.3475737
J A 136.3940136
J A 136.4404535
J A 136.4868934
J A 136.5333333
J A 136.5797732
J A 136.6262132
J A 136.6726531
J A 136.7190930
J A 136.7655329
J A 136.8119728
J A 136.8584127
J A 136.9048526
J A 136.9512925
J A 136.9977324
J A 137.0441723
J A 137.0906122
J A 137.1370522
J A 137.1834921
J A 137.2299320
A C 137.2763719
A C 137.3228118
A C 137.3692517
A C 137.4156916
A C 137.4621315
A C 137.5085714
A C 137.5550113
A C 137.6014512
A C 137.6478912
A C 137.6943311
A C 137.7407710
A C 137.7872109
A C 137.8336508
A C 137.8800907
A C 137.9265306
A C 137.9729705
A C 138.0194104
A C 138.0658503
A C 138.1122902
A C 138.1587302
A C 138.2051701
A C 138.2516100
A C 138.2980499
A C 138.3444898
A C 138.3909297
A C 138.4373696
