W A#m 0.0928798
O Dm 67.5700680
O Dm 67.6165079
O Dm 67.6629478
O Dm 67.7093878
O Dm 67.7558277
O Dm 67.8022676
O Dm 67.8487075
O Dm 67.8951474
O Dm 67.9415873
O Dm 67.9880272
O Dm 68.0344671
O Dm 68.0809070
O Dm 68.1273469
O Dm 68.1737868
O Dm 68.2202268
O Dm 68.2666667
O Dm 68.3131066
O Dm 68.3595465
O Dm 68.4059864
O Dm 68.4524263
J A 68.4988662
J A 68.5453061
J A 68.5917460
J A 68.6381859
J A 68.6846259
J A 68.7310658
J A 68.7775057
J A 68.8239456
J A 68.8703855
J A 68.9168254
J A 68.9632653
J A 69.0097052
J A 69.0561451
J A 69.1025850
J A 69.1490249
J A 69.1954649
J A 69.2419048
J A 69.2883447
J A 69.3347846
J A 69.3812245
J A 69.4276644
J A 69.4741043
J A 69.5205442
J A 69.5669841
J A 69.6134240
J A 69.6598639
A C 69.7063039
A C 69.7527438
A C 69.7991837
A C 69.8456236
A C 69.8920635
A C 69.9385034
A C 69.9849433
A C 70.0313832
A C 70.0778231
A C 70.1242630
A C 70.1707029
A C 70.2171429
A C 70.2635828
A C 70.3100227
A C 70.3564626
A C 70.4029025
A C 70.4493424
A C 70.4957823
A C 70.5422222
A C 70.5886621
A C 70.6351020
A C 70.6815420
A C 70.7279819
A C 70.7744218
A C 70.8208617
A C 70.8673016
A C 70.9137415
A C 70.9601814
A C 71.0066213
A C 71.0530612
A C 71.0995011
A C 71.1459410
A C 71.1923810
A C 71.2388209
A C 71.2852608
A C 71.3317007
A C 71.3781406
A C 71.4245805
A C 71.4710204
A C 71.5174603
A C 71.5639002
A C 71.6103401
A C 71.6567800
A C 71.7032200
A C 71.7496599
A C 71.7960998
A C 71.8425397
A C 71.8889796
A C 71.9354195
A C 71.9818594
A C 72.0282993
A C 72.0747392
A C 72.1211791
A C 72.1676190
A C 72.2140590
A C 72.2604989
A C 72.3069388
A C 72.3533787
A C 72.3998186
A C 72.4462585
A C 72.4926984
A C 72.5391383
A C 72.5855782
A C 72.6320181
A C 72.6784580
A C 72.7248980
A C 72.7713379
A C 72.8177778
A C 72.8642177
A C 72.9106576
A C 72.9570975
A C 73.0035374
A C 73.0499773
A C 73.0964172
A C 73.1428571
V Am 73.1892971
V Am 73.2357370
V Am 73.2821769
V Am 73.3286168
V Am 73.3750567
V Am 73.4214966
V Am 73.4679365
V Am 73.5143764
V Am 73.5608163
V Am 73.6072562
V Am 73.6536961
V Am 73.7001361
V Am 73.7465760
V Am 73.7930159
V Am 73.8394558
V Am 73.8858957
V Am 73.9323356
V Am 73.9787755
V Am 74.0252154
V Am 74.0716553
V Am 74.1180952
A C 74.1645351
A C 74.2109751
A C 74.2574150
A C 74.3038549
A C 74.3502948
A C 74.3967347
A C 74.4431746
A C 74.4896145
A C 74.5360544
A C 74.5824943
A C 74.6289342
A C 74.6753741
A C 74.7218141
A C 74.7682540
A C 74.8146939
A C 74.8611338
A C 74.9075737
A C 74.9540136
A C 75.0004535
V Am 75.0468934
V Am 75.0933333
V Am 75.1397732
V Am 75.1862132
V Am 75.2326531
V Am 75.2790930
V Am 75.3255329
V Am 75.3719728
V Am 75.4184127
V Am 75.4648526
V Am 75.5112925
V Am 75.5577324
V Am 75.6041723
V Am 75.6506122
V Am 75.6970522
V Am 75.7434921
V Am 75.7899320
V Am 75.8363719
V Am 75.8828118
V Am 75.9292517
V Am 75.9756916
V Am 76.0221315
V Am 76.0685714
V Am 76.1150113
V Am 76.1614512
V Am 76.2078912
V Am 76.2543311
V Am 76.3007710
A C 76.3472109
A C 76.3936508
A C 76.4400907
A C 76.4865306
A C 76.5329705
A C 76.5794104
A C 76.6258503
A C 76.6722902
A C 76.7187302
A C 76.7651701
A C 76.8116100
A C 76.8580499
A C 76.9044898
A C 76.9509297
A C 76.9973696
A C 77.0438095
A C 77.0902494
A C 77.1366893
A C 77.1831293
A C 77.2295692
A C 77.2760091
A C 77.3224490
A C 77.3688889
A C 77.4153288
A C 77.4617687
A C 77.5082086
A C 77.5546485
A C 77.6010884
A C 77.6475283
A C 77.6939683
A C 77.7404082
A C 77.7868481
A C 77.8332880
O Dm 77.8797279
O Dm 77.9261678
O Dm 77.9726077
O Dm 78.0190476
O Dm 78.0654875
O Dm 78.1119274
O Dm 78.1583673
O Dm 78.2048073
O Dm 78.2512472
O Dm 78.2976871
O Dm 78.3441270
O Dm 78.3905669
O Dm 78.4370068
O Dm 78.4834467
O Dm 78.5298866
O Dm 78.5763265
O Dm 78.6227664
O Dm 78.6692063
O Dm 78.7156463
O Dm 78.7620862
O Dm 78.8085261
O Dm 78.8549660
O Dm 78.9014059
O Dm 78.9478458
O Dm 78.9942857
O Dm 79.0407256
O Dm 79.0871655
O Dm 79.1336054
O Dm 79.1800454
O Dm 79.2264853
O Dm 79.2729252
O Dm 79.3193651
O Dm 79.3658050
O Dm 79.4122449
O Dm 79.4586848
O Dm 79.5051247
O Dm 79.5515646
O Dm 79.5980045
O Dm 79.6444444
O Dm 79.6908844
O Dm 79.7373243
O Dm 79.7837642
O Dm 79.8302041
O Dm 79.8766440
O Dm 79.9230839
O Dm 79.9695238
O Dm 80.0159637
O Dm 80.0624036
O Dm 80.1088435
O Dm 80.1552834
O Dm 80.2017234
O Dm 80.2481633
O Dm 80.2946032
O Dm 80.3410431
O Dm 80.3874830
A C 80.4339229
A C 80.4803628
A C 80.5268027
A C 80.5732426
A C 80.6196825
A C 80.6661224
A C 80.7125624
A C 80.7590023
A C 80.8054422
A C 80.8518821
A C 80.8983220
A C 80.9447619
A C 80.9912018
A C 81.0376417
A C 81.0840816
A C 81.1305215
A C 81.1769615
A C 81.2234014
A C 81.2698413
A C 81.3162812
A C 81.3627211
A C 81.4091610
A C 81.4556009
A C 81.5020408
A C 81.5484807
A C 81.5949206
A C 81.6413605
A C 81.6878005
A C 81.7342404
A C 81.7806803
A C 81.8271202
A C 81.8735601
A C 81.9200000
A C 81.9664399
A C 82.0128798
A C 82.0593197
A C 82.1057596
A C 82.1521995
A C 82.1986395
A C 82.2450794
A C 82.2915193
A C 82.3379592
A C 82.3843991
A C 82.4308390
A C 82.4772789
A C 82.5237188
A C 82.5701587
A C 82.6165986
A C 82.6630385
V Am 82.7094785
V Am 82.7559184
V Am 82.8023583
V Am 82.8487982
V Am 82.8952381
V Am 82.9416780
V Am 82.9881179
V Am 83.0345578
V Am 83.0809977
V Am 83.1274376
V Am 83.1738776
V Am 83.2203175
V Am 83.2667574
V Am 83.3131973
V Am 83.3596372
V Am 83.4060771
V Am 83.4525170
V Am 83.4989569
V Am 83.5453968
V Am 83.5918367
V Am 83.6382766
V Am 83.6847166
V Am 83.7311565
V Am 83.7775964
V Am 83.8240363
V Am 83.8704762
A C 83.9169161
A C 83.9633560
A C 84.0097959
A C 84.0562358
A C 84.1026757
A C 84.1491156
A C 84.1955556
A C 84.2419955
A C 84.2884354
A C 84.3348753
A C 84.3813152
A C 84.4277551
A C 84.4741950
A C 84.5206349
A C 84.5670748
A C 84.6135147
A C 84.6599546
A C 84.7063946
A C 84.7528345
A C 84.7992744
A C 84.8457143
A C 84.8921542
A C 84.9385941
A C 84.9850340
A C 85.0314739
A C 85.0779138
A C 85.1243537
A C 85.1707937
A C 85.2172336
A C 85.2636735
A C 85.3101134
A C 85.3565533
A C 85.4029932
A C 85.4494331
A C 85.4958730
A C 85.5423129
A C 85.5887528
A C 85.6351927
A C 85.6816327
A C 85.7280726
A C 85.7745125
A C 85.8209524
A C 85.8673923
A C 85.9138322
A C 85.9602721
A C 86.0067120
A C 86.0531519
A C 86.0995918
A C 86.1460317
A C 86.1924717
A C 86.2389116
A C 86.2853515
V Am 86.3317914
V Am 86.3782313
V Am 86.4246712
V Am 86.4711111
V Am 86.5175510
V Am 86.5639909
V Am 86.6104308
V Am 86.6568707
V Am 86.7033107
V Am 86.7497506
V Am 86.7961905
V Am 86.8426304
V Am 86.8890703
V Am 86.9355102
V Am 86.9819501
V Am 87.0283900
V Am 87.0748299
V Am 87.1212698
V Am 87.1677098
V Am 87.2141497
V Am 87.2605896
V Am 87.3070295
V Am 87.3534694
V Am 87.3999093
V Am 87.4463492
V Am 87.4927891
V Am 87.5392290
V Am 87.5856689
V Am 87.6321088
V Am 87.6785488
V Am 87.7249887
V Am 87.7714286
V Am 87.8178685
V Am 87.8643084
V Am 87.9107483
V Am 87.9571882
V Am 88.0036281
V Am 88.0500680
V Am 88.0965079
V Am 88.1429478
V Am 88.1893878
V Am 88.2358277
V Am 88.2822676
O Dm 88.3287075
O Dm 88.3751474
O Dm 88.4215873
O Dm 88.4680272
O Dm 88.5144671
O Dm 88.5609070
O Dm 88.6073469
O Dm 88.6537868
O Dm 88.7002268
O Dm 88.7466667
O Dm 88.7931066
O Dm 88.8395465
O Dm 88.8859864
O Dm 88.9324263
O Dm 88.9788662
O Dm 89.0253061
O Dm 89.0717460
O Dm 89.1181859
O Dm 89.1646259
A C 89.2110658
A C 89.2575057
A C 89.3039456
A C 89.3503855
A C 89.3968254
A C 89.4432653
A C 89.4897052
A C 89.5361451
A C 89.5825850
A C 89.6290249
A C 89.6754649
A C 89.7219048
A C 89.7683447
A C 89.8147846
A C 89.8612245
A C 89.9076644
A C 89.9541043
A C 90.0005442
V Am 90.0469841
V Am 90.0934240
V Am 90.1398639
V Am 90.1863039
V Am 90.2327438
V Am 90.2791837
V Am 90.3256236
V Am 90.3720635
V Am 90.4185034
V Am 90.4649433
V Am 90.5113832
V Am 90.5578231
V Am 90.6042630
V Am 90.6507029
V Am 90.6971429
V Am 90.7435828
V Am 90.7900227
V Am 90.8364626
V Am 90.8829025
V Am 90.9293424
V Am 90.9757823
V Am 91.0222222
V Am 91.0686621
V Am 91.1151020
V Am 91.1615420
A C 91.2079819
A C 91.2544218
A C 91.3008617
A C 91.3473016
A C 91.3937415
A C 91.4401814
A C 91.4866213
A C 91.5330612
A C 91.5795011
A C 91.6259410
A C 91.6723810
A C 91.7188209
A C 91.7652608
A C 91.8117007
A C 91.8581406
A C 91.9045805
A C 91.9510204
A C 91.9974603
A C 92.0439002
A C 92.0903401
A C 92.1367800
A C 92.1832200
A C 92.2296599
A C 92.2760998
A C 92.3225397
A C 92.3689796
A C 92.4154195
A C 92.4618594
A C 92.5082993
A C 92.5547392
A C 92.6011791
A C 92.6476190
A C 92.6940590
A C 92.7404989
A C 92.7869388
A C 92.8333787
A C 92.8798186
A C 92.9262585
A C 92.9726984
A C 93.0191383
A C 93.0655782
A C 93.1120181
A C 93.1584580
A C 93.2048980
A C 93.2513379
A C 93.2977778
A C 93.3442177
A C 93.3906576
A C 93.4370975
A C 93.4835374
A C 93.5299773
A C 93.5764172
A C 93.6228571
A C 93.6692971
A C 93.7157370
A C 93.7621769
A C 93.8086168
V Am 93.8550567
V Am 93.9014966
V Am 93.9479365
V Am 93.9943764
V Am 94.0408163
V Am 94.0872562
V Am 94.1336961
V Am 94.1801361
V Am 94.2265760
V Am 94.2730159
V Am 94.3194558
V Am 94.3658957
V Am 94.4123356
V Am 94.4587755
V Am 94.5052154
V Am 94.5516553
V Am 94.5980952
V Am 94.6445351
V Am 94.6909751
V Am 94.7374150
V Am 94.7838549
V Am 94.8302948
V Am 94.8767347
V Am 94.9231746
V Am 94.9696145
V Am 95.0160544
V Am 95.0624943
V Am 95.1089342
V Am 95.1553741
V Am 95.2018141
V Am 95.2482540
V Am 95.2946939
V Am 95.3411338
V Am 95.3875737
V Am 95.4340136
V Am 95.4804535
V Am 95.5268934
V Am 95.5733333
V Am 95.6197732
V Am 95.6662132
V Am 95.7126531
V Am 95.7590930
V Am 95.8055329
V Am 95.8519728
V Am 95.8984127
V Am 95.9448526
V Am 95.9912925
V Am 96.0377324
V Am 96.0841723
V Am 96.1306122
A C 96.1770522
A C 96.2234921
A C 96.2699320
A C 96.3163719
A C 96.3628118
A C 96.4092517
A C 96.4556916
A C 96.5021315
A C 96.5485714
A C 96.5950113
A C 96.6414512
A C 96.6878912
A C 96.7343311
A C 96.7807710
A C 96.8272109
A C 96.8736508
A C 96.9200907
A C 96.9665306
A C 97.0129705
A C 97.0594104
A C 97.1058503
A C 97.1522902
A C 97.1987302
A C 97.2451701
A C 97.2916100
A C 97.3380499
A C 97.3844898
A C 97.4309297
A C 97.4773696
A C 97.5238095
V Am 97.5702494
V Am 97.6166893
V Am 97.6631293
V Am 97.7095692
V Am 97.7560091
V Am 97.8024490
V Am 97.8488889
V Am 97.8953288
V Am 97.9417687
V Am 97.9882086
V Am 98.0346485
V Am 98.0810884
V Am 98.1275283
V Am 98.1739683
V Am 98.2204082
V Am 98.2668481
V Am 98.3132880
V Am 98.3597279
V Am 98.4061678
V Am 98.4526077
V Am 98.4990476
V Am 98.5454875
V Am 98.5919274
V Am 98.6383673
V Am 98.6848073
V Am 98.7312472
V Am 98.7776871
V Am 98.8241270
V Am 98.8705669
V Am 98.9170068
V Am 98.9634467
V Am 99.0098866
V Am 99.0563265
V Am 99.1027664
V Am 99.1492063
V Am 99.1956463
V Am 99.2420862
V Am 99.2885261
V Am 99.3349660
V Am 99.3814059
V Am 99.4278458
V Am 99.4742857
V Am 99.5207256
V Am 99.5671655
V Am 99.6136054
V Am 99.6600454
V Am 99.7064853
V Am 99.7529252
V Am 99.7993651
V Am 99.8458050
V Am 99.8922449
V Am 99.9386848
V Am 99.9851247
V Am 100.0315646
V Am 100.0780045
V Am 100.1244444
V Am 100.1708844
V Am 100.2173243
V Am 100.2637642
V Am 100.3102041
V Am 100.3566440
V Am 100.4030839
V Am 100.4495238
V Am 100.4959637
V Am 100.5424036
V Am 100.5888435
V Am 100.6352834
V Am 100.6817234
V Am 100.7281633
V Am 100.7746032
V Am 100.8210431
V Am 100.8674830
V Am 100.9139229
V Am 100.9603628
V Am 101.0068027
V Am 101.0532426
V Am 101.0996825
V Am 101.1461224
V Am 101.1925624
V Am 101.2390023
V Am 101.2854422
V Am 101.3318821
V Am 101.3783220
V Am 101.4247619
V Am 101.4712018
V Am 101.5176417
V Am 101.5640816
V Am 101.6105215
V Am 101.6569615
V Am 101.7034014
V Am 101.7498413
V Am 101.7962812
V Am 101.8427211
V Am 101.8891610
V Am 101.9356009
V Am 101.9820408
V Am 102.0284807
V Am 102.0749206
V Am 102.1213605
V Am 102.1678005
V Am 102.2142404
V Am 102.2606803
V Am 102.3071202
V Am 102.3535601
V Am 102.4000000
V Am 102.4464399
V Am 102.4928798
V Am 102.5393197
V Am 102.5857596
V Am 102.6321995
V Am 102.6786395
V Am 102.7250794
V Am 102.7715193
V Am 102.8179592
V Am 102.8643991
V Am 102.9108390
V Am 102.9572789
V Am 103.0037188
V Am 103.0501587
V Am 103.0965986
V Am 103.1430385
V Am 103.1894785
V Am 103.2359184
V Am 103.2823583
V Am 103.3287982
V Am 103.3752381
V Am 103.4216780
V Am 103.4681179
V Am 103.5145578
V Am 103.5609977
V Am 103.6074376
V Am 103.6538776
V Am 103.7003175
V Am 103.7467574
V Am 103.7931973
V Am 103.8396372
V Am 103.8860771
V Am 103.9325170
V Am 103.9789569
V Am 104.0253968
V Am 104.0718367
V Am 104.1182766
V Am 104.1647166
V Am 104.2111565
V Am 104.2575964
V Am 104.3040363
V Am 104.3504762
V Am 104.3969161
V Am 104.4433560
V Am 104.4897959
V Am 104.5362358
V Am 104.5826757
V Am 104.6291156
V Am 104.6755556
V Am 104.7219955
V Am 104.7684354
V Am 104.8148753
V Am 104.8613152
V Am 104.9077551
V Am 104.9541950
V Am 105.0006349
V Am 105.0470748
V Am 105.0935147
V Am 105.1399546
V Am 105.1863946
V Am 105.2328345
V Am 105.2792744
V Am 105.3257143
V Am 105.3721542
V Am 105.4185941
V Am 105.4650340
V Am 105.5114739
V Am 105.5579138
V Am 105.6043537
V Am 105.6507937
V Am 105.6972336
V Am 105.7436735
V Am 105.7901134
V Am 105.8365533
V Am 105.8829932
V Am 105.9294331
V Am 105.9758730
V Am 106.0223129
V Am 106.0687528
V Am 106.1151927
V Am 106.1616327
V Am 106.2080726
V Am 106.2545125
V Am 106.3009524
V Am 106.3473923
V Am 106.3938322
V Am 106.4402721
V Am 106.4867120
V Am 106.5331519
V Am 106.5795918
V Am 106.6260317
V Am 106.6724717
V Am 106.7189116
V Am 106.7653515
V Am 106.8117914
V Am 106.8582313
V Am 106.9046712
V Am 106.9511111
V Am 106.9975510
V Am 107.0439909
V Am 107.0904308
V Am 107.1368707
V Am 107.1833107
V Am 107.2297506
V Am 107.2761905
V Am 107.3226304
V Am 107.3690703
V Am 107.4155102
V Am 107.4619501
V Am 107.5083900
V Am 107.5548299
V Am 107.6012698
V Am 107.6477098
V Am 107.6941497
V Am 107.7405896
V Am 107.7870295
V Am 107.8334694
V Am 107.8799093
V Am 107.9263492
V Am 107.9727891
V Am 108.0192290
V Am 108.0656689
V Am 108.1121088
V Am 108.1585488
V Am 108.2049887
V Am 108.2514286
V Am 108.2978685
V Am 108.3443084
V Am 108.3907483
V Am 108.4371882
V Am 108.4836281
V Am 108.5300680
V Am 108.5765079
V Am 108.6229478
V Am 108.6693878
V Am 108.7158277
V Am 108.7622676
V Am 108.8087075
V Am 108.8551474
V Am 108.9015873
V Am 108.9480272
V Am 108.9944671
V Am 109.0409070
V Am 109.0873469
V Am 109.1337868
V Am 109.1802268
V Am 109.2266667
V Am 109.2731066
V Am 109.3195465
V Am 109.3659864
V Am 109.4124263
V Am 109.4588662
V Am 109.5053061
V Am 109.5517460
V Am 109.5981859
V Am 109.6446259
V Am 109.6910658
V Am 109.7375057
V Am 109.7839456
V Am 109.8303855
V Am 109.8768254
V Am 109.9232653
V Am 109.9697052
V Am 110.0161451
V Am 110.0625850
V Am 110.1090249
V Am 110.1554649
V Am 110.2019048
V Am 110.2483447
V Am 110.2947846
V Am 110.3412245
V Am 110.3876644
V Am 110.4341043
V Am 110.4805442
V Am 110.5269841
V Am 110.5734240
V Am 110.6198639
V Am 110.6663039
V Am 110.7127438
V Am 110.7591837
V Am 110.8056236
V Am 110.8520635
V Am 110.8985034
V Am 110.9449433
V Am 110.9913832
V Am 111.0378231
V Am 111.0842630
V Am 111.1307029
V Am 111.1771429
V Am 111.2235828
V Am 111.2700227
V Am 111.3164626
V Am 111.3629025
V Am 111.4093424
V Am 111.4557823
V Am 111.5022222
V Am 111.5486621
V Am 111.5951020
V Am 111.6415420
V Am 111.6879819
V Am 111.7344218
V Am 111.7808617
V Am 111.8273016
V Am 111.8737415
V Am 111.9201814
V Am 111.9666213
V Am 112.0130612
V Am 112.0595011
V Am 112.1059410
V Am 112.1523810
V Am 112.1988209
V Am 112.2452608
V Am 112.2917007
V Am 112.3381406
V Am 112.3845805
V Am 112.4310204
V Am 112.4774603
V Am 112.5239002
V Am 112.5703401
V Am 112.6167800
V Am 112.6632200
V Am 112.7096599
V Am 112.7560998
V Am 112.8025397
V Am 112.8489796
V Am 112.8954195
V Am 112.9418594
V Am 112.9882993
V Am 113.0347392
V Am 113.0811791
V Am 113.1276190
V Am 113.1740590
V Am 113.2204989
V Am 113.2669388
V Am 113.3133787
V Am 113.3598186
V Am 113.4062585
V Am 113.4526984
V Am 113.4991383
V Am 113.5455782
V Am 113.5920181
V Am 113.6384580
V Am 113.6848980
V Am 113.7313379
V Am 113.7777778
V Am 113.8242177
V Am 113.8706576
V Am 113.9170975
V Am 113.9635374
V Am 114.0099773
V Am 114.0564172
V Am 114.1028571
V Am 114.1492971
V Am 114.1957370
V Am 114.2421769
V Am 114.2886168
V Am 114.3350567
V Am 114.3814966
V Am 114.4279365
V Am 114.4743764
V Am 114.5208163
V Am 114.5672562
V Am 114.6136961
V Am 114.6601361
V Am 114.7065760
V Am 114.7530159
V Am 114.7994558
V Am 114.8458957
V Am 114.8923356
V Am 114.9387755
V Am 114.9852154
V Am 115.0316553
V Am 115.0780952
V Am 115.1245351
V Am 115.1709751
V Am 115.2174150
V Am 115.2638549
V Am 115.3102948
V Am 115.3567347
V Am 115.4031746
V Am 115.4496145
V Am 115.4960544
V Am 115.5424943
V Am 115.5889342
V Am 115.6353741
V Am 115.6818141
V Am 115.7282540
V Am 115.7746939
V Am 115.8211338
V Am 115.8675737
V Am 115.9140136
V Am 115.9604535
V Am 116.0068934
V Am 116.0533333
V Am 116.0997732
V Am 116.1462132
V Am 116.1926531
V Am 116.2390930
V Am 116.2855329
V Am 116.3319728
V Am 116.3784127
V Am 116.4248526
V Am 116.4712925
V Am 116.5177324
V Am 116.5641723
V Am 116.6106122
V Am 116.6570522
V Am 116.7034921
V Am 116.7499320
V Am 116.7963719
V Am 116.8428118
V Am 116.8892517
V Am 116.9356916
V Am 116.9821315
V Am 117.0285714
V Am 117.0750113
V Am 117.1214512
V Am 117.1678912
V Am 117.2143311
V Am 117.2607710
V Am 117.3072109
V Am 117.3536508
V Am 117.4000907
V Am 117.4465306
V Am 117.4929705
V Am 117.5394104
V Am 117.5858503
V Am 117.6322902
V Am 117.6787302
V Am 117.7251701
V Am 117.7716100
V Am 117.8180499
V Am 117.8644898
V Am 117.9109297
V Am 117.9573696
V Am 118.0038095
V Am 118.0502494
V Am 118.0966893
V Am 118.1431293
V Am 118.1895692
V Am 118.2360091
V Am 118.2824490
V Am 118.3288889
V Am 118.3753288
V Am 118.4217687
V Am 118.4682086
V Am 118.5146485
V Am 118.5610884
V Am 118.6075283
V Am 118.6539683
V Am 118.7004082
V Am 118.7468481
V Am 118.7932880
O Dm 118.8397279
O Dm 118.8861678
O Dm 118.9326077
O Dm 118.9790476
O Dm 119.0254875
O Dm 119.0719274
O Dm 119.1183673
O Dm 119.1648073
O Dm 119.2112472
O Dm 119.2576871
O Dm 119.3041270
O Dm 119.3505669
O Dm 119.3970068
O Dm 119.4434467
O Dm 119.4898866
O Dm 119.5363265
O Dm 119.5827664
O Dm 119.6292063
O Dm 119.6756463
O Dm 119.7220862
O Dm 119.7685261
O Dm 119.8149660
O Dm 119.8614059
O Dm 119.9078458
O Dm 119.9542857
O Dm 120.0007256
O Dm 120.0471655
O Dm 120.0936054
O Dm 120.1400454
O Dm 120.1864853
O Dm 120.2329252
O Dm 120.2793651
O Dm 120.3258050
O Dm 120.3722449
O Dm 120.4186848
O Dm 120.4651247
O Dm 120.5115646
O Dm 120.5580045
O Dm 120.6044444
O Dm 120.6508844
O Dm 120.6973243
O Dm 120.7437642
O Dm 120.7902041
O Dm 120.8366440
O Dm 120.8830839
O Dm 120.9295238
V Am 120.9759637
V Am 121.0224036
V Am 121.0688435
V Am 121.1152834
V Am 121.1617234
V Am 121.2081633
V Am 121.2546032
V Am 121.3010431
V Am 121.3474830
V Am 121.3939229
V Am 121.4403628
V Am 121.4868027
V Am 121.5332426
V Am 121.5796825
V Am 121.6261224
V Am 121.6725624
V Am 121.7190023
V Am 121.7654422
V Am 121.8118821
V Am 121.8583220
V Am 121.9047619
V Am 121.9512018
V Am 121.9976417
V Am 122.0440816
V Am 122.0905215
V Am 122.1369615
V Am 122.1834014
V Am 122.2298413
V Am 122.2762812
V Am 122.3227211
V Am 122.3691610
V Am 122.4156009
V Am 122.4620408
V Am 122.5084807
V Am 122.5549206
V Am 122.6013605
V Am 122.6478005
V Am 122.6942404
V Am 122.7406803
V Am 122.7871202
V Am 122.8335601
V Am 122.8800000
V Am 122.9264399
V Am 122.9728798
V Am 123.0193197
V Am 123.0657596
V Am 123.1121995
V Am 123.1586395
V Am 123.2050794
V Am 123.2515193
V Am 123.2979592
V Am 123.3443991
V Am 123.3908390
V Am 123.4372789
V Am 123.4837188
V Am 123.5301587
V Am 123.5765986
V Am 123.6230385
V Am 123.6694785
V Am 123.7159184
V Am 123.7623583
V Am 123.8087982
V Am 123.8552381
V Am 123.9016780
V Am 123.9481179
V Am 123.9945578
V Am 124.0409977
V Am 124.0874376
V Am 124.1338776
V Am 124.1803175
V Am 124.2267574
V Am 124.2731973
V Am 124.3196372
V Am 124.3660771
V Am 124.4125170
V Am 124.4589569
V Am 124.5053968
V Am 124.5518367
V Am 124.5982766
V Am 124.6447166
V Am 124.6911565
V Am 124.7375964
V Am 124.7840363
V Am 124.8304762
V Am 124.8769161
V Am 124.9233560
V Am 124.9697959
V Am 125.0162358
V Am 125.0626757
V Am 125.1091156
V Am 125.1555556
V Am 125.2019955
V Am 125.2484354
V Am 125.2948753
V Am 125.3413152
V Am 125.3877551
V Am 125.4341950
V Am 125.4806349
V Am 125.5270748
V Am 125.5735147
V Am 125.6199546
V Am 125.6663946
V Am 125.7128345
V Am 125.7592744
V Am 125.8057143
V Am 125.8521542
V Am 125.8985941
V Am 125.9450340
V Am 125.9914739
V Am 126.0379138
V Am 126.0843537
V Am 126.1307937
V Am 126.1772336
V Am 126.2236735
V Am 126.2701134
V Am 126.3165533
V Am 126.3629932
V Am 126.4094331
V Am 126.4558730
V Am 126.5023129
V Am 126.5487528
V Am 126.5951927
V Am 126.6416327
V Am 126.6880726
V Am 126.7345125
V Am 126.7809524
V Am 126.8273923
V Am 126.8738322
V Am 126.9202721
V Am 126.9667120
V Am 127.0131519
V Am 127.0595918
V Am 127.1060317
V Am 127.1524717
V Am 127.1989116
V Am 127.2453515
V Am 127.2917914
V Am 127.3382313
V Am 127.3846712
V Am 127.4311111
V Am 127.4775510
V Am 127.5239909
V Am 127.5704308
V Am 127.6168707
V Am 127.6633107
V Am 127.7097506
V Am 127.7561905
V Am 127.8026304
V Am 127.8490703
V Am 127.8955102
V Am 127.9419501
V Am 127.9883900
V Am 128.0348299
V Am 128.0812698
V Am 128.1277098
V Am 128.1741497
V Am 128.2205896
V Am 128.2670295
V Am 128.3134694
V Am 128.3599093
V Am 128.4063492
V Am 128.4527891
V Am 128.4992290
V Am 128.5456689
V Am 128.5921088
V Am 128.6385488
V Am 128.6849887
A C 128.7314286
A C 128.7778685
A C 128.8243084
A C 128.8707483
A C 128.9171882
A C 128.9636281
A C 129.0100680
A C 129.0565079
A C 129.1029478
A C 129.1493878
A C 129.1958277
A C 129.2422676
A C 129.2887075
A C 129.3351474
A C 129.3815873
A C 129.4280272
V Am 129.4744671
V Am 129.5209070
V Am 129.5673469
V Am 129.6137868
V Am 129.6602268
V Am 129.7066667
V Am 129.7531066
V Am 129.7995465
V Am 129.8459864
V Am 129.8924263
V Am 129.9388662
V Am 129.9853061
V Am 130.0317460
V Am 130.0781859
V Am 130.1246259
V Am 130.1710658
V Am 130.2175057
V Am 130.2639456
V Am 130.3103855
V Am 130.3568254
V Am 130.4032653
V Am 130.4497052
V Am 130.4961451
V Am 130.5425850
V Am 130.5890249
O Dm 130.6354649
O Dm 130.6819048
O Dm 130.7283447
O Dm 130.7747846
O Dm 130.8212245
O Dm 130.8676644
O Dm 130.9141043
O Dm 130.9605442
O Dm 131.0069841
O Dm 131.0534240
O Dm 131.0998639
O Dm 131.1463039
O Dm 131.1927438
O Dm 131.2391837
J A 131.2856236
J A 131.3320635
J A 131.3785034
J A 131.4249433
J A 131.4713832
J A 131.5178231
J A 131.5642630
J A 131.6107029
J A 131.6571429
J A 131.7035828
J A 131.7500227
J A 131.7964626
J A 131.8429025
J A 131.8893424
J A 131.9357823
J A 131.9822222
J A 132.0286621
J A 132.0751020
J A 132.1215420
J A 132.1679819
J A 132.2144218
J A 132.2608617
J A 132.3073016
J A 132.3537415
J A 132.4001814
J A 132.4466213
J A 132.4930612
J A 132.5395011
J A 132.5859410
A C 132.6323810
A C 132.6788209
A C 132.7252608
A C 132.7717007
A C 132.8181406
A C 132.8645805
V Am 132.9110204
V Am 132.9574603
V Am 133.0039002
V Am 133.0503401
V Am 133.0967800
V Am 133.1432200
V Am 133.1896599
V Am 133.2360998
V Am 133.2825397
V Am 133.3289796
V Am 133.3754195
V Am 133.4218594
O Dm 133.4682993
O Dm 133.5147392
O Dm 133.5611791
O Dm 133.6076190
O Dm 133.6540590
