B C# 0.0928798
J A 70.3100227
J A 70.3564626
A C 70.4029025
A C 70.4493424
A C 70.4957823
A C 70.5422222
A C 70.5886621
A C 70.6351020
A C 70.6815420
A C 70.7279819
A C 70.7744218
A C 70.8208617
A C 70.8673016
A C 70.9137415
A C 70.9601814
T Gm 71.0066213
T Gm 71.0530612
H G 71.0995011
H G 71.1459410
H G 71.1923810
H G 71.2388209
F F 71.2852608
F F 71.3317007
F F 71.3781406
F F 71.4245805
F F 71.4710204
F F 71.5174603
F F 71.5639002
F F 71.6103401
F F 71.6567800
F F 71.7032200
F F 71.7496599
F F 71.7960998
F F 71.8425397
F F 71.8889796
F F 71.9354195
F F 71.9818594
F F 72.0282993
F F 72.0747392
F F 72.1211791
F F 72.1676190
F F 72.2140590
F F 72.2604989
F F 72.3069388
F F 72.3533787
F F 72.3998186
F F 72.4462585
F F 72.4926984
F F 72.5391383
F F 72.5855782
F F 72.6320181
F F 72.6784580
F F 72.7248980
F F 72.7713379
F F 72.8177778
F F 72.8642177
F F 72.9106576
F F 72.9570975
F F 73.0035374
F F 73.0499773
F F 73.0964172
F F 73.1428571
F F 73.1892971
F F 73.2357370
F F 73.2821769
F F 73.3286168
F F 73.3750567
F F 73.4214966
F F 73.4679365
F F 73.5143764
F F 73.5608163
F F 73.6072562
F F 73.6536961
F F 73.7001361
F F 73.7465760
F F 73.7930159
F F 73.8394558
F F 73.8858957
F F 73.9323356
F F 73.9787755
F F 74.0252154
F F 74.0716553
F F 74.1180952
F F 74.1645351
F F 74.2109751
F F 74.2574150
F F 74.3038549
F F 74.3502948
F F 74.3967347
F F 74.4431746
F F 74.4896145
F F 74.5360544
F F 74.5824943
F F 74.6289342
F F 74.6753741
F F 74.7218141
F F 74.7682540
F F 74.8146939
F F 74.8611338
F F 74.9075737
C D 74.9540136
C D 75.0004535
C D 75.0468934
C D 75.0933333
C D 75.1397732
C D 75.1862132
C D 75.2326531
C D 75.2790930
C D 75.3255329
C D 75.3719728
C D 75.4184127
C D 75.4648526
C D 75.5112925
C D 75.5577324
C D 75.6041723
C D 75.6506122
C D 75.6970522
C D 75.7434921
C D 75.7899320
C D 75.8363719
C D 75.8828118
C D 75.9292517
C D 75.9756916
C D 76.0221315
C D 76.0685714
C D 76.1150113
C D 76.1614512
C D 76.2078912
C D 76.2543311
C D 76.3007710
C D 76.3472109
C D 76.3936508
C D 76.4400907
C D 76.4865306
C D 76.5329705
C D 76.5794104
C D 76.6258503
C D 76.6722902
C D 76.7187302
C D 76.7651701
C D 76.8116100
C D 76.8580499
C D 76.9044898
C D 76.9509297
C D 76.9973696
C D 77.0438095
C D 77.0902494
C D 77.1366893
C D 77.1831293
C D 77.2295692
C D 77.2760091
C D 77.3224490
C D 77.3688889
C D 77.4153288
C D 77.4617687
C D 77.5082086
C D 77.5546485
C D 77.6010884
C D 77.6475283
C D 77.6939683
C D 77.7404082
C D 77.7868481
C D 77.8332880
C D 77.8797279
C D 77.9261678
C D 77.9726077
C D 78.0190476
C D 78.0654875
C D 78.1119274
C D 78.1583673
C D 78.2048073
C D 78.2512472
C D 78.2976871
C D 78.3441270
C D 78.3905669
C D 78.4370068
C D 78.4834467
C D 78.5298866
C D 78.5763265
C D 78.6227664
C D 78.6692063
C D 78.7156463
C D 78.7620862
C D 78.8085261
C D 78.8549660
C D 78.9014059
J A 78.9478458
J A 78.9942857
J A 79.0407256
J A 79.0871655
J A 79.1336054
J A 79.1800454
J A 79.2264853
J A 79.2729252
J A 79.3193651
J A 79.3658050
J A 79.4122449
J A 79.4586848
J A 79.5051247
J A 79.5515646
J A 79.5980045
J A 79.6444444
J A 79.6908844
J A 79.7373243
J A 79.7837642
J A 79.8302041
J A 79.8766440
A C 79.9230839
A C 79.9695238
A C 80.0159637
A C 80.0624036
A C 80.1088435
A C 80.1552834
A C 80.2017234
A C 80.2481633
A C 80.2946032
A C 80.3410431
H G 80.3874830
J A 80.4339229
J A 80.4803628
J A 80.5268027
J A 80.5732426
J A 80.6196825
J A 80.6661224
J A 80.7125624
J A 80.7590023
J A 80.8054422
J A 80.8518821
J A 80.8983220
J A 80.9447619
J A 80.9912018
J A 81.0376417
J A 81.0840816
T Gm 81.1305215
T Gm 81.1769615
T Gm 81.2234014
T Gm 81.2698413
T Gm 81.3162812
V Am 81.3627211
V Am 81.4091610
V Am 81.4556009
V Am 81.5020408
V Am 81.5484807
V Am 81.5949206
V Am 81.6413605
V Am 81.6878005
V Am 81.7342404
V Am 81.7806803
V Am 81.8271202
V Am 81.8735601
V Am 81.9200000
V Am 81.9664399
V Am 82.0128798
V Am 82.0593197
V Am 82.1057596
V Am 82.1521995
J A 82.1986395
J A 82.2450794
J A 82.2915193
J A 82.3379592
J A 82.3843991
J A 82.4308390
J A 82.4772789
J A 82.5237188
J A 82.5701587
J A 82.6165986
J A 82.6630385
J A 82.7094785
J A 82.7559184
J A 82.8023583
J A 82.8487982
J A 82.8952381
J A 82.9416780
J A 82.9881179
T Gm 83.0345578
T Gm 83.0809977
T Gm 83.1274376
T Gm 83.1738776
T Gm 83.2203175
T Gm 83.2667574
J A 83.3131973
J A 83.3596372
J A 83.4060771
J A 83.4525170
J A 83.4989569
J A 83.5453968
J A 83.5918367
J A 83.6382766
A C 83.6847166
A C 83.7311565
A C 83.7775964
A C 83.8240363
A C 83.8704762
A C 83.9169161
T Gm 83.9633560
T Gm 84.0097959
T Gm 84.0562358
T Gm 84.1026757
T Gm 84.1491156
J A 84.1955556
J A 84.2419955
J A 84.2884354
J A 84.3348753
J A 84.3813152
J A 84.4277551
J A 84.4741950
J A 84.5206349
J A 84.5670748
J A 84.6135147
J A 84.6599546
J A 84.7063946
J A 84.7528345
J A 84.7992744
J A 84.8457143
J A 84.8921542
T Gm 84.9385941
T Gm 84.9850340
T Gm 85.0314739
T Gm 85.0779138
T Gm 85.1243537
V Am 85.1707937
V Am 85.2172336
V Am 85.2636735
V Am 85.3101134
V Am 85.3565533
V Am 85.4029932
V Am 85.4494331
V Am 85.4958730
V Am 85.5423129
V Am 85.5887528
V Am 85.6351927
V Am 85.6816327
V Am 85.7280726
V Am 85.7745125
V Am 85.8209524
V Am 85.8673923
V Am 85.9138322
V Am 85.9602721
V Am 86.0067120
V Am 86.0531519
V Am 86.0995918
F F 86.1460317
F F 86.1924717
F F 86.2389116
F F 86.2853515
F F 86.3317914
F F 86.3782313
F F 86.4246712
F F 86.4711111
F F 86.5175510
F F 86.5639909
F F 86.6104308
F F 86.6568707
F F 86.7033107
F F 86.7497506
F F 86.7961905
F F 86.8426304
F F 86.8890703
F F 86.9355102
F F 86.9819501
F F 87.0283900
F F 87.0748299
F F 87.1212698
F F 87.1677098
F F 87.2141497
F F 87.2605896
F F 87.3070295
F F 87.3534694
F F 87.3999093
F F 87.4463492
F F 87.4927891
F F 87.5392290
F F 87.5856689
F F 87.6321088
F F 87.6785488
F F 87.7249887
F F 87.7714286
F F 87.8178685
F F 87.8643084
F F 87.9107483
F F 87.9571882
F F 88.0036281
F F 88.0500680
F F 88.0965079
F F 88.1429478
F F 88.1893878
F F 88.2358277
F F 88.2822676
F F 88.3287075
F F 88.3751474
F F 88.4215873
F F 88.4680272
F F 88.5144671
F F 88.5609070
F F 88.6073469
F F 88.6537868
F F 88.7002268
F F 88.7466667
F F 88.7931066
F F 88.8395465
F F 88.8859864
F F 88.9324263
F F 88.9788662
F F 89.0253061
F F 89.0717460
F F 89.1181859
F F 89.1646259
F F 89.2110658
F F 89.2575057
F F 89.3039456
F F 89.3503855
F F 89.3968254
F F 89.4432653
F F 89.4897052
F F 89.5361451
F F 89.5825850
F F 89.6290249
F F 89.6754649
F F 89.7219048
F F 89.7683447
F F 89.8147846
F F 89.8612245
C D 89.9076644
C D 89.9541043
C D 90.0005442
C D 90.0469841
C D 90.0934240
C D 90.1398639
C D 90.1863039
C D 90.2327438
C D 90.2791837
C D 90.3256236
C D 90.3720635
C D 90.4185034
C D 90.4649433
C D 90.5113832
C D 90.5578231
C D 90.6042630
C D 90.6507029
C D 90.6971429
C D 90.7435828
C D 90.7900227
C D 90.8364626
C D 90.8829025
C D 90.9293424
C D 90.9757823
C D 91.0222222
C D 91.0686621
C D 91.1151020
C D 91.1615420
C D 91.2079819
C D 91.2544218
C D 91.3008617
C D 91.3473016
C D 91.3937415
C D 91.4401814
C D 91.4866213
C D 91.5330612
C D 91.5795011
C D 91.6259410
C D 91.6723810
C D 91.7188209
C D 91.7652608
C D 91.8117007
C D 91.8581406
C D 91.9045805
C D 91.9510204
C D 91.9974603
C D 92.0439002
C D 92.0903401
C D 92.1367800
J A 92.1832200
J A 92.2296599
J A 92.2760998
J A 92.3225397
J A 92.3689796
J A 92.4154195
J A 92.4618594
J A 92.5082993
J A 92.5547392
J A 92.6011791
J A 92.6476190
J A 92.6940590
J A 92.7404989
J A 92.7869388
J A 92.8333787
J A 92.8798186
J A 92.9262585
J A 92.9726984
J A 93.0191383
J A 93.0655782
J A 93.1120181
J A 93.1584580
J A 93.2048980
J A 93.2513379
J A 93.2977778
J A 93.3442177
J A 93.3906576
J A 93.4370975
J A 93.4835374
J A 93.5299773
J A 93.5764172
J A 93.6228571
J A 93.6692971
J A 93.7157370
J A 93.7621769
J A 93.8086168
J A 93.8550567
J A 93.9014966
J A 93.9479365
J A 93.9943764
J A 94.0408163
J A 94.0872562
J A 94.1336961
T Gm 94.1801361
T Gm 94.2265760
T Gm 94.2730159
T Gm 94.3194558
T Gm 94.3658957
T Gm 94.4123356
T Gm 94.4587755
T Gm 94.5052154
T Gm 94.5516553
T Gm 94.5980952
T Gm 94.6445351
J A 94.6909751
J A 94.7374150
J A 94.7838549
J A 94.8302948
J A 94.8767347
J A 94.9231746
J A 94.9696145
J A 95.0160544
J A 95.0624943
J A 95.1089342
J A 95.1553741
J A 95.2018141
J A 95.2482540
J A 95.2946939
J A 95.3411338
J A 95.3875737
J A 95.4340136
J A 95.4804535
J A 95.5268934
J A 95.5733333
J A 95.6197732
J A 95.6662132
J A 95.7126531
J A 95.7590930
J A 95.8055329
J A 95.8519728
J A 95.8984127
J A 95.9448526
J A 95.9912925
J A 96.0377324
J A 96.0841723
J A 96.1306122
J A 96.1770522
J A 96.2234921
J A 96.2699320
J A 96.3163719
J A 96.3628118
J A 96.4092517
J A 96.4556916
J A 96.5021315
J A 96.5485714
J A 96.5950113
J A 96.6414512
J A 96.6878912
J A 96.7343311
J A 96.7807710
J A 96.8272109
J A 96.8736508
J A 96.9200907
J A 96.9665306
J A 97.0129705
J A 97.0594104
J A 97.1058503
J A 97.1522902
J A 97.1987302
J A 97.2451701
J A 97.2916100
J A 97.3380499
J A 97.3844898
J A 97.4309297
J A 97.4773696
J A 97.5238095
J A 97.5702494
J A 97.6166893
J A 97.6631293
J A 97.7095692
T Gm 97.7560091
T Gm 97.8024490
T Gm 97.8488889
T Gm 97.8953288
T Gm 97.9417687
T Gm 97.9882086
T Gm 98.0346485
T Gm 98.0810884
T Gm 98.1275283
T Gm 98.1739683
T Gm 98.2204082
T Gm 98.2668481
T Gm 98.3132880
H G 98.3597279
H G 98.4061678
H G 98.4526077
J A 98.4990476
J A 98.5454875
J A 98.5919274
J A 98.6383673
J A 98.6848073
J A 98.7312472
J A 98.7776871
J A 98.8241270
J A 98.8705669
J A 98.9170068
J A 98.9634467
J A 99.0098866
J A 99.0563265
J A 99.1027664
J A 99.1492063
J A 99.1956463
J A 99.2420862
J A 99.2885261
J A 99.3349660
J A 99.3814059
J A 99.4278458
J A 99.4742857
J A 99.5207256
J A 99.5671655
J A 99.6136054
J A 99.6600454
J A 99.7064853
J A 99.7529252
J A 99.7993651
J A 99.8458050
J A 99.8922449
T Gm 99.9386848
T Gm 99.9851247
T Gm 100.0315646
T Gm 100.0780045
T Gm 100.1244444
T Gm 100.1708844
T Gm 100.2173243
T Gm 100.2637642
J A 100.3102041
J A 100.3566440
J A 100.4030839
J A 100.4495238
J A 100.4959637
J A 100.5424036
J A 100.5888435
J A 100.6352834
J A 100.6817234
J A 100.7281633
J A 100.7746032
J A 100.8210431
J A 100.8674830
J A 100.9139229
J A 100.9603628
J A 101.0068027
J A 101.0532426
J A 101.0996825
J A 101.1461224
J A 101.1925624
J A 101.2390023
J A 101.2854422
J A 101.3318821
J A 101.3783220
J A 101.4247619
J A 101.4712018
J A 101.5176417
J A 101.5640816
J A 101.6105215
J A 101.6569615
J A 101.7034014
J A 101.7498413
J A 101.7962812
J A 101.8427211
J A 101.8891610
J A 101.9356009
J A 101.9820408
J A 102.0284807
J A 102.0749206
J A 102.1213605
J A 102.1678005
J A 102.2142404
J A 102.2606803
J A 102.3071202
J A 102.3535601
J A 102.4000000
J A 102.4464399
J A 102.4928798
J A 102.5393197
J A 102.5857596
J A 102.6321995
J A 102.6786395
J A 102.7250794
J A 102.7715193
J A 102.8179592
J A 102.8643991
J A 102.9108390
J A 102.9572789
J A 103.0037188
J A 103.0501587
J A 103.0965986
J A 103.1430385
J A 103.1894785
J A 103.2359184
J A 103.2823583
J A 103.3287982
J A 103.3752381
J A 103.4216780
J A 103.4681179
J A 103.5145578
J A 103.5609977
J A 103.6074376
J A 103.6538776
J A 103.7003175
J A 103.7467574
J A 103.7931973
J A 103.8396372
J A 103.8860771
J A 103.9325170
J A 103.9789569
J A 104.0253968
J A 104.0718367
J A 104.1182766
J A 104.1647166
J A 104.2111565
J A 104.2575964
J A 104.3040363
J A 104.3504762
J A 104.3969161
J A 104.4433560
J A 104.4897959
J A 104.5362358
J A 104.5826757
J A 104.6291156
J A 104.6755556
J A 104.7219955
J A 104.7684354
J A 104.8148753
J A 104.8613152
J A 104.9077551
J A 104.9541950
J A 105.0006349
J A 105.0470748
C D 105.0935147
C D 105.1399546
C D 105.1863946
C D 105.2328345
C D 105.2792744
C D 105.3257143
C D 105.3721542
C D 105.4185941
C D 105.4650340
C D 105.5114739
C D 105.5579138
C D 105.6043537
C D 105.6507937
C D 105.6972336
C D 105.7436735
C D 105.7901134
C D 105.8365533
C D 105.8829932
C D 105.9294331
J A 105.9758730
J A 106.0223129
J A 106.0687528
J A 106.1151927
J A 106.1616327
J A 106.2080726
J A 106.2545125
J A 106.3009524
J A 106.3473923
J A 106.3938322
J A 106.4402721
J A 106.4867120
J A 106.5331519
J A 106.5795918
J A 106.6260317
J A 106.6724717
J A 106.7189116
J A 106.7653515
J A 106.8117914
J A 106.8582313
J A 106.9046712
J A 106.9511111
J A 106.9975510
J A 107.0439909
J A 107.0904308
J A 107.1368707
J A 107.1833107
J A 107.2297506
J A 107.2761905
J A 107.3226304
J A 107.3690703
J A 107.4155102
J A 107.4619501
J A 107.5083900
J A 107.5548299
J A 107.6012698
J A 107.6477098
J A 107.6941497
J A 107.7405896
J A 107.7870295
J A 107.8334694
J A 107.8799093
J A 107.9263492
J A 107.9727891
J A 108.0192290
J A 108.0656689
J A 108.1121088
J A 108.1585488
J A 108.2049887
J A 108.2514286
J A 108.2978685
J A 108.3443084
J A 108.3907483
J A 108.4371882
J A 108.4836281
J A 108.5300680
J A 108.5765079
J A 108.6229478
J A 108.6693878
J A 108.7158277
J A 108.7622676
A C 108.8087075
A C 108.8551474
A C 108.9015873
A C 108.9480272
A C 108.9944671
A C 109.0409070
A C 109.0873469
A C 109.1337868
A C 109.1802268
A C 109.2266667
A C 109.2731066
A C 109.3195465
A C 109.3659864
A C 109.4124263
A C 109.4588662
A C 109.5053061
A C 109.5517460
A C 109.5981859
A C 109.6446259
A C 109.6910658
A C 109.7375057
A C 109.7839456
A C 109.8303855
A C 109.8768254
A C 109.9232653
A C 109.9697052
A C 110.0161451
A C 110.0625850
A C 110.1090249
A C 110.1554649
A C 110.2019048
A C 110.2483447
A C 110.2947846
A C 110.3412245
A C 110.3876644
A C 110.4341043
A C 110.4805442
A C 110.5269841
A C 110.5734240
A C 110.6198639
A C 110.6663039
A C 110.7127438
A C 110.7591837
A C 110.8056236
A C 110.8520635
A C 110.8985034
A C 110.9449433
A C 110.9913832
A C 111.0378231
A C 111.0842630
A C 111.1307029
A C 111.1771429
A C 111.2235828
A C 111.2700227
T Gm 111.3164626
T Gm 111.3629025
T Gm 111.4093424
T Gm 111.4557823
T Gm 111.5022222
J A 111.5486621
J A 111.5951020
J A 111.6415420
J A 111.6879819
J A 111.7344218
J A 111.7808617
J A 111.8273016
J A 111.8737415
J A 111.9201814
J A 111.9666213
J A 112.0130612
J A 112.0595011
J A 112.1059410
J A 112.1523810
J A 112.1988209
J A 112.2452608
J A 112.2917007
J A 112.3381406
J A 112.3845805
J A 112.4310204
J A 112.4774603
J A 112.5239002
J A 112.5703401
J A 112.6167800
J A 112.6632200
J A 112.7096599
J A 112.7560998
J A 112.8025397
J A 112.8489796
J A 112.8954195
J A 112.9418594
J A 112.9882993
J A 113.0347392
J A 113.0811791
J A 113.1276190
J A 113.1740590
J A 113.2204989
J A 113.2669388
J A 113.3133787
J A 113.3598186
J A 113.4062585
J A 113.4526984
J A 113.4991383
J A 113.5455782
J A 113.5920181
J A 113.6384580
A C 113.6848980
A C 113.7313379
A C 113.7777778
A C 113.8242177
A C 113.8706576
A C 113.9170975
A C 113.9635374
A C 114.0099773
A C 114.0564172
A C 114.1028571
A C 114.1492971
A C 114.1957370
A C 114.2421769
A C 114.2886168
A C 114.3350567
A C 114.3814966
A C 114.4279365
A C 114.4743764
A C 114.5208163
A C 114.5672562
A C 114.6136961
A C 114.6601361
A C 114.7065760
A C 114.7530159
A C 114.7994558
A C 114.8458957
A C 114.8923356
T Gm 114.9387755
T Gm 114.9852154
T Gm 115.0316553
T Gm 115.0780952
T Gm 115.1245351
T Gm 115.1709751
H G 115.2174150
H G 115.2638549
J A 115.3102948
J A 115.3567347
J A 115.4031746
J A 115.4496145
J A 115.4960544
J A 115.5424943
J A 115.5889342
J A 115.6353741
J A 115.6818141
J A 115.7282540
J A 115.7746939
J A 115.8211338
J A 115.8675737
J A 115.9140136
J A 115.9604535
J A 116.0068934
J A 116.0533333
J A 116.0997732
J A 116.1462132
J A 116.1926531
J A 116.2390930
J A 116.2855329
J A 116.3319728
J A 116.3784127
J A 116.4248526
J A 116.4712925
J A 116.5177324
J A 116.5641723
J A 116.6106122
J A 116.6570522
J A 116.7034921
J A 116.7499320
J A 116.7963719
J A 116.8428118
J A 116.8892517
J A 116.9356916
J A 116.9821315
J A 117.0285714
J A 117.0750113
J A 117.1214512
J A 117.1678912
J A 117.2143311
J A 117.2607710
J A 117.3072109
J A 117.3536508
J A 117.4000907
J A 117.4465306
J A 117.4929705
J A 117.5394104
J A 117.5858503
J A 117.6322902
J A 117.6787302
J A 117.7251701
J A 117.7716100
J A 117.8180499
J A 117.8644898
J A 117.9109297
J A 117.9573696
J A 118.0038095
J A 118.0502494
J A 118.0966893
J A 118.1431293
J A 118.1895692
J A 118.2360091
J A 118.2824490
J A 118.3288889
J A 118.3753288
J A 118.4217687
J A 118.4682086
J A 118.5146485
J A 118.5610884
J A 118.6075283
J A 118.6539683
J A 118.7004082
J A 118.7468481
J A 118.7932880
J A 118.8397279
J A 118.8861678
J A 118.9326077
J A 118.9790476
J A 119.0254875
J A 119.0719274
J A 119.1183673
J A 119.1648073
J A 119.2112472
J A 119.2576871
J A 119.3041270
J A 119.3505669
J A 119.3970068
J A 119.4434467
J A 119.4898866
J A 119.5363265
J A 119.5827664
J A 119.6292063
J A 119.6756463
J A 119.7220862
J A 119.7685261
J A 119.8149660
J A 119.8614059
J A 119.9078458
J A 119.9542857
J A 120.0007256
J A 120.0471655
J A 120.0936054
J A 120.1400454
J A 120.1864853
J A 120.2329252
J A 120.2793651
J A 120.3258050
J A 120.3722449
J A 120.4186848
J A 120.4651247
J A 120.5115646
J A 120.5580045
J A 120.6044444
J A 120.6508844
J A 120.6973243
J A 120.7437642
J A 120.7902041
J A 120.8366440
J A 120.8830839
J A 120.9295238
J A 120.9759637
J A 121.0224036
J A 121.0688435
J A 121.1152834
J A 121.1617234
J A 121.2081633
J A 121.2546032
J A 121.3010431
J A 121.3474830
J A 121.3939229
J A 121.4403628
J A 121.4868027
J A 121.5332426
J A 121.5796825
J A 121.6261224
J A 121.6725624
J A 121.7190023
J A 121.7654422
J A 121.8118821
J A 121.8583220
J A 121.9047619
J A 121.9512018
J A 121.9976417
J A 122.0440816
J A 122.0905215
J A 122.1369615
J A 122.1834014
J A 122.2298413
J A 122.2762812
J A 122.3227211
J A 122.3691610
J A 122.4156009
J A 122.4620408
J A 122.5084807
J A 122.5549206
J A 122.6013605
J A 122.6478005
J A 122.6942404
J A 122.7406803
J A 122.7871202
J A 122.8335601
J A 122.8800000
J A 122.9264399
J A 122.9728798
J A 123.0193197
J A 123.0657596
J A 123.1121995
J A 123.1586395
J A 123.2050794
J A 123.2515193
J A 123.2979592
J A 123.3443991
J A 123.3908390
J A 123.4372789
J A 123.4837188
J A 123.5301587
J A 123.5765986
J A 123.6230385
J A 123.6694785
J A 123.7159184
J A 123.7623583
J A 123.8087982
J A 123.8552381
J A 123.9016780
J A 123.9481179
J A 123.9945578
J A 124.0409977
J A 124.0874376
J A 124.1338776
J A 124.1803175
J A 124.2267574
J A 124.2731973
J A 124.3196372
J A 124.3660771
J A 124.4125170
J A 124.4589569
J A 124.5053968
J A 124.5518367
J A 124.5982766
J A 124.6447166
J A 124.6911565
J A 124.7375964
J A 124.7840363
J A 124.8304762
J A 124.8769161
J A 124.9233560
J A 124.9697959
J A 125.0162358
J A 125.0626757
J A 125.1091156
J A 125.1555556
J A 125.2019955
J A 125.2484354
J A 125.2948753
J A 125.3413152
J A 125.3877551
J A 125.4341950
J A 125.4806349
J A 125.5270748
J A 125.5735147
J A 125.6199546
J A 125.6663946
J A 125.7128345
J A 125.7592744
J A 125.8057143
J A 125.8521542
J A 125.8985941
J A 125.9450340
J A 125.9914739
J A 126.0379138
J A 126.0843537
J A 126.1307937
J A 126.1772336
J A 126.2236735
J A 126.2701134
J A 126.3165533
J A 126.3629932
J A 126.4094331
J A 126.4558730
J A 126.5023129
J A 126.5487528
J A 126.5951927
J A 126.6416327
J A 126.6880726
J A 126.7345125
J A 126.7809524
J A 126.8273923
J A 126.8738322
J A 126.9202721
J A 126.9667120
J A 127.0131519
J A 127.0595918
J A 127.1060317
J A 127.1524717
J A 127.1989116
J A 127.2453515
J A 127.2917914
J A 127.3382313
J A 127.3846712
J A 127.4311111
J A 127.4775510
J A 127.5239909
J A 127.5704308
J A 127.6168707
J A 127.6633107
J A 127.7097506
J A 127.7561905
J A 127.8026304
J A 127.8490703
J A 127.8955102
J A 127.9419501
J A 127.9883900
T Gm 128.0348299
T Gm 128.0812698
T Gm 128.1277098
T Gm 128.1741497
T Gm 128.2205896
T Gm 128.2670295
T Gm 128.3134694
T Gm 128.3599093
T Gm 128.4063492
J A 128.4527891
J A 128.4992290
J A 128.5456689
J A 128.5921088
J A 128.6385488
J A 128.6849887
J A 128.7314286
J A 128.7778685
J A 128.8243084
J A 128.8707483
J A 128.9171882
J A 128.9636281
J A 129.0100680
J A 129.0565079
J A 129.1029478
J A 129.1493878
J A 129.1958277
J A 129.2422676
J A 129.2887075
J A 129.3351474
J A 129.3815873
J A 129.4280272
J A 129.4744671
J A 129.5209070
J A 129.5673469
J A 129.6137868
J A 129.6602268
J A 129.7066667
J A 129.7531066
J A 129.7995465
J A 129.8459864
J A 129.8924263
J A 129.9388662
J A 129.9853061
J A 130.0317460
J A 130.0781859
J A 130.1246259
J A 130.1710658
J A 130.2175057
J A 130.2639456
J A 130.3103855
J A 130.3568254
J A 130.4032653
J A 130.4497052
J A 130.4961451
J A 130.5425850
J A 130.5890249
J A 130.6354649
J A 130.6819048
J A 130.7283447
J A 130.7747846
J A 130.8212245
J A 130.8676644
J A 130.9141043
J A 130.9605442
J A 131.0069841
J A 131.0534240
J A 131.0998639
J A 131.1463039
J A 131.1927438
J A 131.2391837
J A 131.2856236
J A 131.3320635
J A 131.3785034
J A 131.4249433
J A 131.4713832
J A 131.5178231
J A 131.5642630
J A 131.6107029
J A 131.6571429
J A 131.7035828
J A 131.7500227
J A 131.7964626
J A 131.8429025
J A 131.8893424
J A 131.9357823
J A 131.9822222
J A 132.0286621
J A 132.0751020
J A 132.1215420
J A 132.1679819
J A 132.2144218
J A 132.2608617
J A 132.3073016
J A 132.3537415
J A 132.4001814
J A 132.4466213
J A 132.4930612
J A 132.5395011
J A 132.5859410
J A 132.6323810
J A 132.6788209
J A 132.7252608
J A 132.7717007
J A 132.8181406
J A 132.8645805
J A 132.9110204
J A 132.9574603
J A 133.0039002
J A 133.0503401
J A 133.0967800
J A 133.1432200
J A 133.1896599
J A 133.2360998
J A 133.2825397
J A 133.3289796
J A 133.3754195
J A 133.4218594
J A 133.4682993
J A 133.5147392
J A 133.5611791
J A 133.6076190
J A 133.6540590
J A 133.7004989
J A 133.7469388
J A 133.7933787
J A 133.8398186
J A 133.8862585
J A 133.9326984
J A 133.9791383
J A 134.0255782
J A 134.0720181
J A 134.1184580
J A 134.1648980
J A 134.2113379
J A 134.2577778
J A 134.3042177
J A 134.3506576
J A 134.3970975
J A 134.4435374
J A 134.4899773
J A 134.5364172
J A 134.5828571
J A 134.6292971
J A 134.6757370
J A 134.7221769
J A 134.7686168
J A 134.8150567
J A 134.8614966
J A 134.9079365
J A 134.9543764
J A 135.0008163
J A 135.0472562
J A 135.0936961
J A 135.1401361
J A 135.1865760
J A 135.2330159
J A 135.2794558
J A 135.3258957
J A 135.3723356
J A 135.4187755
J A 135.4652154
J A 135.5116553
J A 135.5580952
J A 135.6045351
J A 135.6509751
J A 135.6974150
J A 135.7438549
J A 135.7902948
J A 135.8367347
J A 135.8831746
J A 135.9296145
J A 135.9760544
J A 136.0224943
J A 136.0689342
J A 136.1153741
J A 136.1618141
J A 136.2082540
J A 136.2546939
J A 136.3011338
J A 136.3475737
J A 136.3940136
J A 136.4404535
J A 136.4868934
J A 136.5333333
J A 136.5797732
J A 136.6262132
J A 136.6726531
J A 136.7190930
J A 136.7655329
J A 136.8119728
J A 136.8584127
T Gm 136.9048526
D D# 136.9512925
D D# 136.9977324
D D# 137.0441723
D D# 137.0906122
D D# 137.1370522
P D#m 137.1834921
P D#m 137.2299320
P D#m 137.2763719
P D#m 137.3228118
P D#m 137.3692517
P D#m 137.4156916
P D#m 137.4621315
P D#m 137.5085714
P D#m 137.5550113
P D#m 137.6014512
P D#m 137.6478912
P D#m 137.6943311
P D#m 137.7407710
P D#m 137.7872109
J A 137.8336508
J A 137.8800907
J A 137.9265306
J A 137.9729705
J A 138.0194104
J A 138.0658503
J A 138.1122902
J A 138.1587302
J A 138.2051701
J A 138.2516100
J A 138.2980499
J A 138.3444898
J A 138.3909297
J A 138.4373696
J A 138.4838095
J A 138.5302494
J A 138.5766893
J A 138.6231293
J A 138.6695692
J A 138.7160091
J A 138.7624490
J A 138.8088889
J A 138.8553288
J A 138.9017687
J A 138.9482086
J A 138.9946485
J A 139.0410884
J A 139.0875283
J A 139.1339683
J A 139.1804082
J A 139.2268481
J A 139.2732880
J A 139.3197279
J A 139.3661678
J A 139.4126077
J A 139.4590476
J A 139.5054875
J A 139.5519274
J A 139.5983673
J A 139.6448073
J A 139.6912472
J A 139.7376871
J A 139.7841270
J A 139.8305669
J A 139.8770068
J A 139.9234467
J A 139.9698866
J A 140.0163265
J A 140.0627664
J A 140.1092063
J A 140.1556463
J A 140.2020862
J A 140.2485261
J A 140.2949660
J A 140.3414059
J A 140.3878458
J A 140.4342857
J A 140.4807256
J A 140.5271655
J A 140.5736054
J A 140.6200454
J A 140.6664853
J A 140.7129252
J A 140.7593651
J A 140.8058050
J A 140.8522449
J A 140.8986848
J A 140.9451247
J A 140.9915646
J A 141.0380045
J A 141.0844444
J A 141.1308844
J A 141.1773243
J A 141.2237642
J A 141.2702041
